title,released_year,duration,genre,description,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,api_error,totalSeasons,imageid,format
Vinashak                                 ,1998,2h 12m  ,Action         ,"Arjun, an honest police officer, pose as a prisoner to expose illegal activities carried out by Lankeshwar, a jailor. But the task is not as easy as it seems.",N/A,30 Jan 1998,159 min,"Action, Crime, Drama",Ravi Dewan,"Ravi Dewan, Rajkumar Santoshi","Suniel Shetty, Raveena Tandon, Danny Denzongpa",Jailor Lankeshwar houses some of his hit-men as prisoners and uses them to commit criminal activities only to return and be safe in his jail. This gets notice by ACP Amar Agnihotri; who with his recommendation Arjun Singh a police inspector is made to act as a prisoner in Lankeshwar's jail. Arjun's duty is to monitor if at all there are any criminal activities going on in the jail; soon Arjun will find himself trapped as no one are who they claim they are.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjE0NDE4NzE5N15BMl5BanBnXkFtZTcwNDUyNDE0MQ@@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.4/10""}]",N/A,5.4,366,tt0130348,movie,N/A,N/A,N/A,N/A,,,0024,jpg
Tholi Prema                              ,1998,2h 24m  ,Romance        ,"While Balu falls in love with Anu at first sight, she is oblivious to his feelings. However, he has to face a lot of challenges to win her heart.",Not Rated,24 Jul 1998,146 min,"Drama, Romance",A. Karunakaran,"Ramana Chintapally, A. Karunakaran","Pawan Kalyan, Kirti Reddy, Vasuki","Balu (Pawan Kalyan) falls in love with a girl at first sight but can't find a way to get to know her. He can't believe his luck when she approaches him, because her hobby is collecting the autographs of people who do good things.They become friends after that. The challenges Balu has to face to tell her about his love form rest of the story.",Telugu,India,6 wins,https://m.media-amazon.com/images/M/MV5BNzFiMjgyZGEtMGNmNi00MGVlLTkxYjYtNjEyZDQ1NTE5NDQ3XkEyXkFqcGdeQXVyMTU1MjQxOTM5._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.3/10""}]",N/A,8.3,"4,876",tt0248547,movie,N/A,N/A,N/A,N/A,,,0025,
Bade Miyan Chote Miyan                   ,1998,2h 20m  ,Comedy         ,"Unaware that their lookalikes are using their identities for petty thefts, honest cops Arjun Singh and Pyare Mohan are baffled. Can they catch the duplicates?",Not Rated,16 Oct 1998,140 min,"Action, Comedy, Musical",David Dhawan,Rumi Jaffery,"Amitabh Bachchan, Govinda, Raveena Tandon","Fellow Police Inspectors Arjun and Pyare work in the same Police Station in Mumbai, India. Although they work together, they have an unhealthy rivalry between them - leading to considerable acrimony and inefficiency. Then things get worse when a series of crimes and robberies take place - with witnesses coming forward and identifying them as the culprits. Their seniors view this matter very seriously, hold an inquiry, get evidence of their involvement, and suspend them. Now Arjun and Pyare must fore-go all past rivalries, band together and find out who framed them - and why?",Hindi,India,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjgwZDVlZTktMDIzZC00NjQ3LWE0YmUtNzAwNzc5ZWE3ZDk2XkEyXkFqcGdeQXVyNjQ2MjQ4MzQ@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}]",N/A,5.9,"3,303",tt0118673,movie,N/A,N/A,N/A,N/A,,,0026,
Santan                                   ,1999,2h 10m  ,Drama          ,An elderly couple feels devastated when their children treat them as a burden. Things change for good when a young man comes to their rescue as a godsend.,N/A,N/A,133 min,Drama,Anjan Choudhury,N/A,"Tapas Pal, Chumki Chowdhury, Ranjit Mallick",A young man comes up with a unique plan to rescue a set of parents being ill-treated by their three sons and their wives.,Bengali,India,N/A,https://m.media-amazon.com/images/M/MV5BNzM1YjYzMTgtNmFiZS00MDAyLTlmMDgtN2YxYjJkYmRhYjdhXkEyXkFqcGdeQXVyNTA4NjMyNjE@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.1/10""}]",N/A,8.1,19,tt4300696,movie,N/A,N/A,N/A,N/A,,,0027,
Dil Kya Kare                             ,1999,2h 32m  ,Drama          ,"Anand, his wife, Kavita, and their only child, a daughter Neha are a happy family. Things turn upside down when Neha is stalked by a mysterious woman, Nandita.",N/A,24 Sep 1999,158 min,"Drama, Musical, Romance",Prakash Jha,"Vivek Apte, Prakash Jha, Mangesh Kulkarni","Ajay Devgn, Mahima Chaudhry, Kajol","Anand Kishore (Ajay Devgan), his wife, Kavita (Mahima Chaudhary), and only child, a daughter, Neha (Akshita Garud), live a happy and serene life in Delhi, India. The peace and quiet of this happy family is disrupted when a mysterious woman begins to secretly meet Neha who develops an instant fondness for her. The woman, Nandita (Kajol), is revealed to be Neha's biological mother merely wanting to see her daughter. The plot acquires a new tension with the Anand meeting Nandita, a girl he had shared an intimate night with on a train under strange circumstances a few years ago. Nandita reveals Neha to be a consequence of that intimacy whom she had to part with under family pressure.",Hindi,India,3 nominations,https://m.media-amazon.com/images/M/MV5BNjU5MDk3M2YtYWQ1Zi00YTM1LWE1YWMtYTRkM2U3YmU3N2M4XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.1/10""}]",N/A,5.1,"1,335",tt0216707,movie,N/A,"$284,856",N/A,N/A,,,0028,jpg
Daag - The Fire                          ,1999,2h 41m  ,Action         ,"When Karan discovers that his father was wrongly jailed, which led to his suicide, he sets out to avenge him. But revenge is not easy.",N/A,12 Feb 1999,152 min,"Action, Drama, Thriller",Raj Kanwar,"Robin Bhatt, Jainendra Jain, Raj Kanwar","Sanjay Dutt, Chandrachur Singh, Mahima Chaudhry","Karan is a former soldier. One day when Karan finds out that his father committed suicide in prison after he is falsely charged with a crime, he suspects Ravi Verma, a city attorney who has a wife and a kid. When Karan spots Ravi on the street with his wife Kajal, he abruptly shoots Ravi and Kajal; however, Ravi survives the murder and Kajal ends up dead. After Ravi's release from the hospital, he does not realize that he has a new and different wife who looks exactly like Kajal, later on he does. While Ravi's life continues, Karan's revenge also continues against Ravi. Ravi claims that it wasn't his idea to set Karan's father up, it may be Ravi's father-in-law and his colleagues who may be responsible.",Hindi,India,2 nominations,https://m.media-amazon.com/images/M/MV5BODcxN2JkNjctMzRiMS00YTQ1LWFlNGMtZGRkODE5MDc1OGYzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.8/10""}]",N/A,4.8,796,tt0272062,movie,N/A,N/A,N/A,N/A,,,0029,
Biwi No. 1                               ,1999,2h 12m  ,Comedy         ,"Pooja's happiness is threatened when her husband cheats on her and moves in with a hot model. To get him back in line, she decides to get even in her own way.",Not Rated,28 May 1999,159 min,"Comedy, Drama, Romance",David Dhawan,"Ikram Akhtar, Kamal Haasan, Rumi Jaffery","Karisma Kapoor, Salman Khan, Anil Kapoor","Prem and Pooja lead an ever so normal rich life. Pooja who is busy, with her 2 adorable kids and Prem's mom, neglects her man. A gorgeous model, Roopali , enters Prem's life to revive him of his ever so bouncing hormones. Prem leads a double life being a doting father and ever-loving husband on one hand and prancing around the streets with Roopali on the other. Add to all this Lakhan and his wife are good friends of Prem and his wife. Prem wants to have the cake and eat it too. Pooja soon discovers Prem's love and gives an ultimatum. Will Prem go for Pooja? Or will he settle with Roopali?",Hindi,India,7 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BZjY4ZmY3MTMtNjlmYy00YmY1LTgyNTctOTc1MDFlYjY5NjNiXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}]",N/A,5.7,"6,658",tt0207341,movie,N/A,N/A,N/A,N/A,,,0030,jpg
Shool                                    ,1999,1h 40m  ,Crime          ,"Samar, an honest cop, must deal with a brutal and lawless system created by Bachchu Yadav, who threatens his integrity.",N/A,05 Nov 1999,138 min,"Action, Crime, Drama",Eeshwar Nivas,"Anurag Kashyap, Eeshwar Nivas, Ram Gopal Varma","Manoj Bajpayee, Raveena Tandon, Sayaji Shinde","Police Inspector Samar Pratap Singh is transferred to Motihari, in the Indian state of Bihar, along with his wife Manjari and their daughter. He is honest and diligent and these attributes sets him up against his superior, the District Superintendent of Police, as well as his subordinates and fellow officers. His diligence in maintaining law and order, and his belief in justice for all, regardless of one's background, makes him a powerful enemy in the shape of Bachu Yadav, the local MLA of the ruling political party, who will stop at nothing to get ride of Samar and his family--and nobody will dare to stop him.",Hindi,India,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYjNkNGU5NjYtYzIyZi00ZmQyLWJmYWItOGFiNTJhMmU3ZDZiXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}]",N/A,7.7,"4,020",tt0220757,movie,N/A,N/A,N/A,N/A,,,0031,jpg
Arjun Pandit                             ,1999,2h 19m  ,Thriller       ,"Arjun keeps mum on a crime he witnessed. He falls in love with Nisha. But when he finds himself betrayed by her, he sets out on a path of violence.",Not Rated,20 Aug 1999,150 min,"Action, Crime, Drama",Rahul Rawail,"Ravi Shankar Jaiswal, Shivkumar Subramaniam","Sunny Deol, Juhi Chawla, Saurabh Shukla","Arjun Dixit is a middle class common man in the vicinity of Bombay. All is well for him until he meets Nisha and subsequently falls head over heels in love with her. She is also attracted to him and he announces that he wants to marry her at any cost. That's when Nisha shows her true colors and entraps Arjun in a web of deception, which converts this naive, simple-minded, God-fearing person to one of Bombay's most ruthless and notorious gangsters named Arjun Pandit.",Hindi,India,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BOTg2NThlOGEtNDExMC00YzhhLTk5NWYtNjY4NTE4YTI3YzUxXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.4/10""}]",N/A,5.4,"1,091",tt0278315,movie,N/A,N/A,N/A,N/A,,,0032,jpg
GodMother                                ,1999,1h 43m  ,Crime          ,"Rambhi and her husband Veeru leave their village for work. But, by viciousness and extortion, their life changes radically as they join a group of criminals.",N/A,03 Sep 1999,150 min,"Crime, Drama, Thriller",Vinay Shukla,Vinay Shukla,"Shabana Azmi, Milind Gunaji, Nirmal Pandey","When an imminent drought threatens to ruin their crop, Rambhi and her husband Veeru move from their village to the city. Through threat, violence and blackmail, Veeru makes a career as a kind of mafia don in the corrupt political system, but it turns out he is no more than a puppet of an influential lawyer who has him killed when Veeru decides not to kill any more. The lawyer thinks he can turn Rambhi into yet another puppet of his plans, but she strikes back, taking revenge for her husband's murder and fighting the corrupt political system until she becomes a veritable mafia Godmother herself.",Hindi,India,10 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BOTNhN2RjNTctMjg0Zi00YWY4LWFhYmItZWZjNzhhMTU4Y2QxXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",N/A,6.6,276,tt0233808,movie,N/A,N/A,N/A,N/A,,,0033,jpg
Dulhan Hum Le Jayenge                    ,2000,2h 12m  ,Romance        ,"Raised by three eccentric uncles, Sapna is pampered and protected. Unaware that Sapna is in love with Raja, the three set out to find a suitor for her.",N/A,15 Jan 2000,158 min,"Comedy, Drama, Romance",David Dhawan,Rumi Jaffery,"Salman Khan, Karisma Kapoor, Om Puri","Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy dude. Sapna is fed up of their quirks and runs away to Europe where she meets Raja. Her purse is stolen and hence she has to depend financially on Raja. During the course of the tour they fall in love after much bickering. When Raja comes to know that to marry Sapna he has to convince her three uncles for their support, he sets off on his mission.",Hindi,India,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTBhNDQyMmUtMjBiMi00ZDdmLTljZjUtNTVhMDZiMjkxN2NkXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.1/10""}]",N/A,5.1,"3,946",tt0247992,movie,N/A,N/A,N/A,N/A,,,0034,jpg
Hadh Kar Di Aapne                        ,2000,2h 13m  ,Comedy         ,"Anjali and Raj meet in Europe and fall in love, unaware that they are spying on each other for their best friends.",N/A,14 Apr 2000,134 min,"Comedy, Romance",Manoj Agrawal,"Satish Jain, Rajeev Kaul, Anwar Khan","Govinda, Rani Mukerji, Johny Lever","Anjali Khanna had always suspected her husband, Sanjay, of cheating on her, and flirting with other women. In order to keep an eye on him and his activities, she asks her friend, who is also named Anjali Khanna (Rani Mukherji) to go abroad under her name, which she does so. When Sanjay finds out that Anjali to go abroad, he hires Raj Malhotra to follow Anjali and make sure she is not having an affair, Raj does so with hilarious results.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYzhiZDMzNTktZjRjOS00ZTExLWFmYTMtZTc0YjQ3ZGU0N2FlXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}]",N/A,5.3,"2,197",tt0244528,movie,N/A,"$42,914",N/A,N/A,,,0035,jpg
Kahin Pyaar Na Ho Jaaye                  ,2000,2h 38m  ,Comedy         ,"Prem, an aspiring pop star is abandoned by Nisha on their wedding day. Later, he meets Priya, a videographer and a new relationship blossoms.",Not Rated,17 Nov 2000,159 min,"Comedy, Drama, Musical",K. Muralimohana Rao,"Sanjay Chhel, Abbaas Hierapurwala, Manoj Lalwani","Kashmira Shah, Salman Khan, Jackie Shroff","Musician Prem Kapoor lives with his sister, Neelu, brother-in-law Vinod, his niece and a nephew. He has plans of getting married to his fiancee, Nisha; unfortunately on the wedding day Nisha does not turn up. When a heart-broken Prem confronts Nisha for an explanation she confides to him that she is to get married to a multi-millionaire male from the U.S. who promises to aid her in maintaining the family and an ailing younger brother. Devastated Prem decides to take to alcohol; eventually time passes and Prem starts to fall in love with an acquaintance, Priya Sharma. But before Prem could express his feelings Priya announces her engagement to U.S. returned Rahul Puglia which forces Prem to take to alcohol once again but eventually there is a twist when Prem gets to find out Priya is romantically attracted to him.",Hindi,India,2 nominations,https://m.media-amazon.com/images/M/MV5BNmU1MzQzYmEtZTliOS00MDgxLThlMjEtMzFkNTEzNDlkNzU4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.4/10""}]",N/A,4.4,"2,496",tt0268401,movie,N/A,"$87,000",N/A,N/A,,,0036,
